Brand,Paid Search,Mobile,Turkey,Google,20385,1686.62,14000.4
Brand,Paid Search,Mobile,United Kingdom,Bing,1161,354.89,815.4
Brand,Paid Search,Mobile,Vietnam,Bing,25,1.96,26.1
Brand,Paid Search,Tablet,Arabic,Google,569,148.83,559.1
Brand,Paid Search,Tablet,Finland,Bing,3,0.23,3.3
Brand,Paid Search,Tablet,Greece,Google,113,34.86,173.8
Brand,Paid Search,Tablet,Israel,Google,5,0.32,3.7
Brand,Paid Search,Tablet,Italy,Bing,16,0.91,14.9
Brand,Paid Search,Tablet,Spain,Google,8137,2620.88,8137.0
Brand,Paid Search,Tablet,Turkey,Bing,296,111.14,398.8
Non-Brand,Paid Search,Desktop,Greece,Google,1695,2607.77,2077.6
Non-Brand,Paid Search,Desktop,India,Bing,7338,2785.49,5252.9
Non-Brand,Paid Search,Desktop,Indonesia,Google,25816,38906.15,27955.1
Non-Brand,Paid Search,Desktop,Vietnam,Google,11105,8528.78,8511.0
Non-Brand,Paid Search,Mobile,Arabic,Google,6410,3300.79,7036.0
Non-Brand,Paid Search,Mobile,Finland,Bing,4,0.98,8.6
Non-Brand,Paid Search,Mobile,Greece,Google,386,326.02,388.3
Non-Brand,Paid Search,Mobile,Israel,Google,409,295.75,403.1
Non-Brand,Paid Search,Mobile,Italy,Bing,93,11.0,95.9
Non-Brand,Paid Search,Mobile,Spain,Google,103955,41937.85,113818.2
Non-Brand,Paid Search,Mobile,Turkey,Bing,30,7.68,27.4
Non-Brand,Paid Search,Mobile,United States,Google,100160,243916.54,302281.7
Non-Brand,Paid Search,Tablet,Brazil,Google,2120,1615.35,3185.3
Non-Brand,Paid Search,Tablet,Indonesia,Google,1395,2547.14,1649.4
Non-Brand,Paid Search,Tablet,Italy,Google,450,687.66,417.8
Non-Brand,Paid Search,Tablet,Korea,Google,317,283.71,276.3
Non-Brand,Paid Search,Tablet,Philippines,Google,2377,2789.03,3899.7
Non-Brand,Paid Search,Tablet,Switzerland,Google,10,30.06,12.0
Non-Brand,Paid Search,Tablet,United Kingdom,Google,14755,36085.3,15662.6
Non-Brand,Paid Search,Tablet,Vietnam,Google,741,529.42,643.3
Brand,Paid Search,Desktop,Brazil,Google,51280,4875.94,34466.5
Brand,Paid Search,Desktop,Hindi,Google,0,0.0,0.0
Brand,Paid Search,Desktop,Japan,Bing,28368,31409.27,27338.8
Brand,Paid Search,Desktop,Malaysia,Google,24602,3632.1,22378.1
Brand,Paid Search,Desktop,Netherlands,Google,77150,34345.16,57428.9
Brand,Paid Search,Desktop,Philippines,Google,18128,3478.57,18859.4
Brand,Paid Search,Desktop,Portugal,Google,37336,6978.94,32239.2
Brand,Paid Search,Desktop,United Kingdom,Google,652535,232678.95,550407.7
Brand,Paid Search,Desktop,United States,Bing,294302,144383.8,287946.8
Brand,Paid Search,Desktop,Vietnam,Google,5346,651.04,4901.5
Brand,Paid Search,Mobile,Australia,Bing,144,15.53,166.3
Brand,Paid Search,Mobile,Canada,Bing,315,41.92,334.9
Brand,Paid Search,Mobile,France,Google,16082,5176.27,16459.4
Brand,Paid Search,Mobile,Italy,Bing,137,7.99,135.6
Brand,Paid Search,Mobile,Malaysia,Google,7123,1354.17,5842.3
Brand,Paid Search,Mobile,Switzerland,Google,1129,47.43,694.3
Brand,Paid Search,Mobile,Turkey,Bing,213,71.25,315.9
Brand,Paid Search,Tablet,Asia and Pacific,Bing,2,0.09,2.0
Brand,Paid Search,Tablet,Canada,Google,9298,4403.06,10504.3
Brand,Paid Search,Tablet,Germany,Bing,54,14.49,103.0
Brand,Paid Search,Tablet,Norway,Bing,10,0.62,10.7
Non-Brand,Paid Search,Desktop,Asia and Pacific,Bing,3102,708.53,2176.5
Non-Brand,Paid Search,Desktop,Brazil,Bing,14873,1831.77,12426.1
Non-Brand,Paid Search,Desktop,Canada,Google,34343,134951.31,35323.1
Non-Brand,Paid Search,Desktop,India,Google,79338,99521.12,58832.1
Non-Brand,Paid Search,Desktop,Italy,Google,5406,9378.73,8146.3
Non-Brand,Paid Search,Desktop,Netherlands,Bing,1020,1114.38,1420.7
Non-Brand,Paid Search,Desktop,Philippines,Bing,2363,769.92,2172.8
Non-Brand,Paid Search,Desktop,Portugal,Bing,11,0.61,10.6
Non-Brand,Paid Search,Desktop,South Africa,Google,14652,26192.31,13057.2
Non-Brand,Paid Search,Desktop,Sweden,Google,9771,26603.77,10142.4
Non-Brand,Paid Search,Desktop,Vietnam,Bing,397,194.25,499.8
Non-Brand,Paid Search,Mobile,Canada,Google,9705,24171.85,10089.9
Non-Brand,Paid Search,Mobile,Finland,Google,277,244.51,767.5
Non-Brand,Paid Search,Mobile,Germany,Bing,152,93.96,179.7
Non-Brand,Paid Search,Mobile,Norway,Bing,0,0.0,0.0
Non-Brand,Paid Search,Mobile,Singapore,Google,2766,4548.57,5583.1
Non-Brand,Paid Search,Mobile,South Africa,Google,8884,11351.72,11023.4
Non-Brand,Paid Search,Mobile,Sweden,Google,1618,2274.21,5183.2
Non-Brand,Paid Search,Tablet,Arabic,Google,441,462.73,549.1
Non-Brand,Paid Search,Tablet,Brazil,Bing,181,20.64,147.5
Non-Brand,Paid Search,Tablet,Canada,Bing,481,557.68,669.2
Non-Brand,Paid Search,Tablet,India,Google,3999,3707.1,5946.4
Non-Brand,Paid Search,Tablet,Japan,Google,239,284.58,235.9
Non-Brand,Paid Search,Tablet,Netherlands,Bing,12,8.44,72.0
Non-Brand,Paid Search,Tablet,Philippines,Bing,78,29.36,84.6
Non-Brand,Paid Search,Tablet,Portugal,Bing,0,0.0,0.0
Non-Brand,Paid Search,Tablet,South Africa,Bing,8,2.95,19.9
Non-Brand,Paid Search,Tablet,United Kingdom,Bing,1602,3246.58,3680.5
Brand,Paid Search,Desktop,Asia and Pacific,Bing,57,6.01,52.6
Brand,Paid Search,Desktop,Australia,Google,273023,73712.28,291916.9
Brand,Paid Search,Desktop,Norway,Bing,712,65.09,767.9
Brand,Paid Search,Desktop,Rest of World,Google,369007,73426.54,320712.1
Brand,Paid Search,Desktop,Spain,Bing,16558,501.45,9118.8
Brand,Paid Search,Desktop,United Kingdom,Bing,30728,12751.96,27085.4
Brand,Paid Search,Mobile,Finland,Google,1811,173.48,1549.5
Brand,Paid Search,Mobile,Germany,Google,10495,7076.69,17325.4
Brand,Paid Search,Mobile,Norway,Google,2141,2721.3,3809.1
Brand,Paid Search,Mobile,Portugal,Google,4562,893.31,5013.4
Brand,Paid Search,Mobile,Rest of World,Bing,2824,5270.05,10073.7
Brand,Paid Search,Mobile,Thailand,Bing,9,0.57,9.9
Brand,Paid Search,Tablet,Australia,Bing,207,117.08,370.5
Brand,Paid Search,Tablet,China,Google,460,122.21,609.5
Brand,Paid Search,Tablet,Denmark,Google,2508,1376.61,3443.4
Brand,Paid Search,Tablet,France,Bing,124,29.07,133.1
Brand,Paid Search,Tablet,Malaysia,Bing,7,0.37,4.6
Brand,Paid Search,Tablet,Netherlands,Bing,30,1.66,29.4
Brand,Paid Search,Tablet,Portugal,Google,1000,253.02,884.9
Brand,Paid Search,Tablet,South Africa,Google,1707,500.59,3225.8
Non-Brand,Paid Search,Desktop,Australia,Bing,4183,12637.88,8916.7
Non-Brand,Paid Search,Desktop,Brazil,Google,66829,56762.42,62300.1
Non-Brand,Paid Search,Desktop,China,Google,5956,7398.99,8255.7
Non-Brand,Paid Search,Desktop,Denmark,Google,11837,24008.16,11837.0
Non-Brand,Paid Search,Desktop,Germany,Google,32387,98121.0,33782.5
Non-Brand,Paid Search,Desktop,Malaysia,Bing,1545,529.03,1356.1
Non-Brand,Paid Search,Desktop,Norway,Google,2580,8923.05,4634.0
Non-Brand,Paid Search,Desktop,Rest of World,Bing,35620,37770.01,36116.3
Non-Brand,Paid Search,Desktop,Singapore,Google,7287,18686.14,9804.8
Non-Brand,Paid Search,Desktop,Thailand,Bing,730,239.59,814.1
Non-Brand,Paid Search,Desktop,Turkey,Bing,52,13.18,77.6
Non-Brand,Paid Search,Desktop,United Kingdom,Google,106864,314025.89,353317.4
Non-Brand,Paid Search,Desktop,United States,Bing,41617,115789.31,34698.2
Non-Brand,Paid Search,Mobile,Canada,Bing,572,322.14,522.0
Non-Brand,Paid Search,Mobile,France,Google,10422,6877.57,9838.3
Non-Brand,Paid Search,Mobile,Hindi,Google,976,249.04,711.6
Non-Brand,Paid Search,Mobile,India,Google,58325,38324.54,51797.4
Non-Brand,Paid Search,Mobile,Japan,Google,1105,1467.83,1123.0
Non-Brand,Paid Search,Mobile,Malaysia,Google,13543,10930.63,12903.0
